date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2017-05-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3306193,2048684.015,2048684.015
2017-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",34802027,28488146.268,28488146.268
2017-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6943934,1261092.042,1261092.042
2017-05-01,EU-27,0406,Cheese and curd,6856944,1475539.758,1475539.758
2017-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",27141324,24222235.457,24222235.457
2017-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,105327484,34513259.047,34513259.047
2017-05-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1216930,769387.179,769387.179
2017-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1474423,984902.519,984902.519
2017-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,30621159,5489310.724,5489310.724
2017-05-01,New Zealand,0406,Cheese and curd,24621656,5767365.155,5767365.155
2017-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",34709732,35436608.044,35436608.044
2017-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,24617563,11346779.412,11346779.412
2017-06-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2276179,1412180.882,1412180.882
2017-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",31242534,25574850.476999998,25574850.476999998
2017-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7666223,1383741.416,1383741.416
2017-06-01,EU-27,0406,Cheese and curd,8719714,1893373.635,1893373.635
2017-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35893863,29308269.558,29308269.558
2017-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,148378997,47555345.11,47555345.11
2017-06-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2401038,1515298.229,1515298.229
2017-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2927121,1884068.65,1884068.65
2017-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38750471,6896770.906,6896770.906
2017-06-01,New Zealand,0406,Cheese and curd,29442258,6831785.101,6831785.101
2017-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",36270054,40548337.081,40548337.081
2017-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,25381211,11260084.275,11260084.275
2017-07-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4676133,2892867.7720000003,2892867.7720000003
2017-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30153010,24525832.732,24525832.732
2017-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6360662,1154005.9989999998,1154005.9989999998
2017-07-01,EU-27,0406,Cheese and curd,9232291,1984764.8229999999,1984764.8229999999
2017-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26848843,21925214.25,21925214.25
2017-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,146775636,48481401.422,48481401.422
2017-07-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1256411,791736.04,791736.04
2017-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1152853,671877.817,671877.817
2017-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38467338,6753759.317,6753759.317
2017-07-01,New Zealand,0406,Cheese and curd,18465313,4161738.881,4161738.881
2017-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43588976,50479880.519999996,50479880.519999996
2017-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,28845844,12186542.393000001,12186542.393000001
2017-08-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",6279906,3885806.5039999997,3885806.5039999997
2017-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",33607935,27493956.436,27493956.436
2017-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8876854,1619906.034,1619906.034
2017-08-01,EU-27,0406,Cheese and curd,9084986,1937774.2859999998,1937774.2859999998
2017-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",30120523,27018787.732,27018787.732
2017-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,138470023,45994259.021,45994259.021
2017-08-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",75061,47368.058,47368.058
2017-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",984300,595725.015,595725.015
2017-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,77850135,14054590.654,14054590.654
2017-08-01,New Zealand,0406,Cheese and curd,32064764,7364476.854,7364476.854
2017-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44467402,55149155.055,55149155.055
2017-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,26280493,11148431.951,11148431.951
2017-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",6135699,3794265.363,3794265.363
2017-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30221663,24670794.361,24670794.361
2017-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6840057,1234526.2,1234526.2
2017-09-01,EU-27,0406,Cheese and curd,8958545,1923168.487,1923168.487
2017-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",39744134,29123666.951,29123666.951
2017-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,72353160,23260379.64,23260379.64
2017-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",425694,265235.998,265235.998
2017-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",571719,374632.624,374632.624
2017-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,18690434,3123492.461,3123492.461
2017-09-01,New Zealand,0406,Cheese and curd,6660834,1493601.459,1493601.459
2017-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35514185,48565189.464,48565189.464
2017-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,18680799,7981793.853,7981793.853
2017-10-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",5959445,3743955.7770000002,3743955.7770000002
2017-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",19850206,15825203.643,15825203.643
2017-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5989649,1149015.076,1149015.076
2017-10-01,EU-27,0406,Cheese and curd,7189409,1505927.565,1505927.565
2017-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",39680155,28965539.533,28965539.533
2017-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,72955080,23883358.074,23883358.074
2017-10-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",360262,228454.563,228454.563
2017-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",267420,152357.931,152357.931
2017-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,20874028,3956002.009,3956002.009
2017-10-01,New Zealand,0406,Cheese and curd,21889490,5243633.048,5243633.048
2017-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",41857522,56053918.113,56053918.113
2017-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,21224811,8681518.503,8681518.503
2017-11-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",6884090,4254716.155,4254716.155
